Top Stitch,573- 378- 2700,Top Stitch,2044 9 Hwy C,Barnett,MO,65011,United States,U.S.A
Tops Vacuum & Sewing,,Tops Vacuum & Sewing,1249 Tallevast Road,Sarasota,FL,34243,United States,U.S.A
TQM Products,507-351-5439,TQM Products,12090 W 343rd Street,Paola,KS,66071,United States,U.S.A
Triad Sewing & Vacuum Center,336-784-8221,Triad Sewing & Vacuum Center,2705 Peters Creek Pkwy,Winston-Salem,NC,27127,United States,U.S.A
Tuesday Morning,972-387-3562,Tuesday Morning,14325 Gillis Road,Farmers Branch,TX,75244,United States,U.S.A
United Notions & Fabrics,972-484-8901,United Notions & Fabrics,13800 Hutton Drive,Dallas,TX,75234,United States,U.S.A
Universal Sewing Supply,314-862-0800,Universal Sewing Supply,1011 E. Park Industrial Dr.,St. Louis,MO,63130,United States,U.S.A
Unlimited Embroidery & Fabric Art,350-936-9678,Unlimited Embroidery & Fabric Art,2719 Shoreview Court,Navarre,FL,32566,United States,U.S.A
Upland Vac & Sew,909-949-4884,Upland Vac & Sew,113 N. Second Ave.,Upland,CA,91786,United States,U.S.A
"VALLEY FABRIC SHOP, INC.",(307) 786-2653,Valley Fabric Shop,102 Mountain Meadow St,Lyman,WY,82937,United States,U.S.A
Victoria's Sewing & Heirloom Supplies,810-359-5940,Victoria's Sewing & Heirloom,6894 Lake Shore Road,Lexington,MI,48450,United States,U.S.A
Village Dry Foods,435-723-1315,Village Dry Foods,92 So. Main St.,Brigham City,UT,84302,United States,U.S.A
"Violet Patch Quilts, LLC",801-561-9921,Violet Patch Quilts,8482 Colane Drive,Sandy,UT,84094,United States,U.S.A
Weisner's SewUnique Inc.,785-776-6100,Weisner's SewUnique Inc.,314 Poyntz Ave,Manhatton,KS,66502,United States,U.S.A
